Source,Target
"A reasonable one, I mean you can go up to two thousand for a good one, but a reasonable one you wouldn't get nowadays <b>lower</b> seven hundred and ninety nine",under
"but, er, you know er, at least if you go in <b>site</b> at least you've got",there
"but, er, you know er, at least if you go in <b>side</b> at least you've got",there
"but, er, you know er, at least if you go in <b>here</b> at least you've got",there
"but, at least you know you're going to <b>receive</b> a decent amount of",get
"but, at least you know you're going to <b>score</b> a decent amount of",get
"but, at least you know you're going to get a <b>reasonable</b> amount of",decent
"but, at least you know you're going to get a <b>good</b> amount of",decent
"but, at least you know you're going to get a <b>healthy</b> amount of",decent
"but, at least you know you're going to get a <b>fair</b> amount of",decent
"As with a new one you'll probably gon na <b>receive</b> four, five, six, seven, eigh",get
"As with a new one you'll probably gon na <b>have</b> four, five, six, seven, eigh",get
"I don't like, just, I couldn't be like Deirdre and, put me overall on and in go in without <b>gathering</b> me thoughts getting myself together Deirdre never arrives till about three minutes before she gets in the door, she's putting her overall on saying come on ladies, its time were, but she's putting her overall and on, and they all sit there looking at her and so",collecting
"I don't like, just, I couldn't be like Deirdre and, put me overall on and in go in without <b>consolidating</b> me thoughts getting myself together Deirdre never arrives till about three minutes before she gets in the door, she's putting her overall on saying come on ladies, its time were, but she's putting her overall and on, and they all sit there looking at her and so",collecting
"I know she's right, but she should, <b>be</b> an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred breast portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",set
"I know she's right, but she should, <b>provide</b> an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred breast portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",set
"I know she's right, but she should, <b>create</b> an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred breast portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",set
"I know she's right, but she should, <b>demonstrate</b> an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred breast portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",set
"I know she's right, but she should, set an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred <b>chest</b> portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",breast
"I know she's right, but she should, set an example in some ways, mm people are so used to her now they just look at her and carry on talking silly old bugger, you know,, shut up Deirdre I'm don't want to do that, shouldn't be, cos there wasn't much to put on, although they left, left quite a bit off yesterday, they cut short, there was five hundred <b>bosoms</b> portion short and two hundred oyster eggs, so Deirdre informed me but they injected six hundred too many and four hundred eggs to Tescos all quite ridiculous.",breast
"I know but it's just, waste of time in it? they'd been better spent to finish the order that they did have, and inject that, ha oh be <b>unbiased</b> to do that to use though, no doubt they will, pick out all the things we didn't do right bloody should done too many of this or not enough of that",fair
"I know but it's just, waste of time in it? they'd been better spent to finish the order that they did have, and inject that, ha oh be <b>typical</b> to do that to use though, no doubt they will, pick out all the things we didn't do right bloody should done too many of this or not enough of that",fair
"I know but it's just, waste of time in it? they'd been better spent to finish the order that they did have, and inject that, ha oh be <b>reasonable</b> to do that to use though, no doubt they will, pick out all the things we didn't do right bloody should done too many of this or not enough of that",fair
"I know but it's just, waste of time in it? they'd been better spent to finish the order that they did have, and inject that, ha oh be <b>just</b> to do that to use though, no doubt they will, pick out all the things we didn't do right bloody should done too many of this or not enough of that",fair
"I know but it's just, waste of time in it? they'd been better spent to finish the order that they did have, and inject that, ha oh be <b>fine</b> to do that to use though, no doubt they will, pick out all the things we didn't do right bloody should done too many of this or not enough of that",fair
"Lovely, thank you darling, oh we didn't get much <b>progress</b> on there, what we started with this morning, no so",further
"Lovely, thank you darling, oh we didn't get much <b>headway</b> on there, what we started with this morning, no so",further
"Lovely, thank you darling, oh we didn't get much <b>farther</b> on there, what we started with this morning, no so",further
Women on there have to <b>get</b> off,come
Women on there have to <b>leave</b> off,come
Women on there have to <b>proceed</b> off,come
"oh no, <b>hold</b> on, no",hang
"oh no, <b>wait</b> on, no",hang
"No, no, I come in the car, I was coming on the bus when I had this bloke next door doing some work like, I used to go out with him years ago, so he come in and had a cup of tea, I said, come in <b>around</b> half past eleven went home at one, he come",about
"Yeah, we <b>have</b> five minutes.",got
"Yeah, we <b>only</b> five minutes.",got
"Yeah, we <b>took</b> five minutes.",got
"It only, pushing out the lasts, line, just emptied the <b>row</b> and he walked in.",line
"It only, pushing out the lasts, line, just emptied the <b>queue</b> and he walked in.",line
She doesn't <b>bend</b> in and,stoop
"All Dave's flavours were done apart from the <b>strange</b> few extras,",odd
"All Dave's flavours were done apart from the <b>occasional</b> few extras,",odd
"All Dave's flavours were done apart from the <b>various</b> few extras,",odd
I would of thought it had been easier to erm to <b>write</b> down the name of,put
I would of thought it had been easier to erm to <b>jot</b> down the name of,put
"Of course got to cook so, depending on it will be <b>roughly</b> five o'clock so that they can get washed up.",about
"Of course got to cook so, depending on it will be <b>around</b> five o'clock so that they can get washed up.",about
"Of course got to cook so, depending on it will be <b>approximately</b> five o'clock so that they can get washed up.",about
I wished I'd of done when I <b>dropped</b> all my weight,lost
I wished I'd of done when I <b>removed</b> all my weight,lost
It will take me bleeding years to <b>achieve</b> my goal,reach
It will take me bleeding years to <b>attain</b> my goal,reach
It will take me bleeding years to <b>accomplish</b> my goal,reach
"<b>Equitable</b> enough, I think I work",Fair
"<b>Sweet</b> enough, I think I work",Fair
"<b>Reasonable</b> enough, I think I work",Fair
"He come in Saturday, not that he, we've heard all that before, said that you can get give it a good wash and squeeze it back, that I can't put one on now, <b>make</b> me a ring when you're done",give
"He come in Saturday, not that he, we've heard all that before, said that you can get give it a good wash and squeeze it back, that I can't put one on now, <b>offer</b> me a ring when you're done",give
"He come in Saturday, not that he, we've heard all that before, said that you can get give it a good wash and squeeze it back, that I can't put one on now, <b>loan</b> me a ring when you're done",give
"He come in Saturday, not that he, we've heard all that before, said that you can get give it a good wash and squeeze it back, that I can't put one on now, <b>hand</b> me a ring when you're done",give
"He come in Saturday, not that he, we've heard all that before, said that you can get give it a good wash and squeeze it back, that I can't put one on now, <b>grant</b> me a ring when you're done",give
"nothing to do with, he stood there, he said, it's not <b>functioning</b>, and he paid the bloody bill I put them on right.",working
"nothing to do with, he stood there, he said, it's not <b>operational</b>, and he paid the bloody bill I put them on right.",working
"At least you keep in <b>contact</b>, some of them get shoved away and they never, nobody don't bother with them do they?",touch
"Well, like I say if I want to bring my family, I've <b>must</b> to pay five pound which",got
"Well, like I say if I want to bring my family, I've <b>also</b> to pay five pound which",got
"Go and get nine tickets, or I start right up all the <b>damn</b> year round for that.",bloody
"Go and get nine tickets, or I start right up all the <b>dam</b> year round for that.",bloody
"Go and get nine tickets, or I start right up all the <b>blooming</b> year round for that.",bloody
"Go and get nine tickets, or I start right up all the <b>flipping</b> year round for that.",bloody
"Well I said, well as <b>much</b> as I know, I said nothing, they're not celebrating anything.",far
"Well he's taken us out when they've been to <b>ruddy</b> shop working and come back and wa I admitted that, but I mean just to go out for an evening.",bloody
"Well he's taken us out when they've been to <b>blooming</b> shop working and come back and wa I admitted that, but I mean just to go out for an evening.",bloody
"Well he's taken us out when they've been to <b>the</b> shop working and come back and wa I admitted that, but I mean just to go out for an evening.",bloody
"Well he's taken us out when they've been to <b>flipping</b> shop working and come back and wa I admitted that, but I mean just to go out for an evening.",bloody
It doesn't <b>bother</b> me.,worry
It doesn't <b>think</b> me.,worry
It doesn't <b>concern</b> me.,worry
Well well he hasn't got a father so he <b>considers</b> you doesn't he?,regards
Well well he hasn't got a father so he <b>compliments</b> you doesn't he?,regards
Well well he hasn't got a father so he <b>values</b> you doesn't he?,regards
If you wan na take it that <b>route</b>.,way
If you wan na take it that <b>manner</b>.,way
If you wan na take it that <b>style</b>.,way
"like John Smith's made promises then that Conservatives haven't done this, that and the <b>rest</b>, he must be able to do them now mustn't he?",other
"like John Smith's made promises then that Conservatives haven't done this, that and the <b>alternative</b>, he must be able to do them now mustn't he?",other
don't they until they get into <b>control</b>?,power
don't they until they get into <b>office</b>?,power
don't they until they get into <b>force</b>?,power
don't they until they get into <b>authority</b>?,power
"They'll say they, they probably haven't <b>owned</b> the finances to back up what they what they said they would do.",got
"They'll say they, they probably haven't <b>gained</b> the finances to back up what they what they said they would do.",got
"They'll say they, they probably haven't <b>acquired</b> the finances to back up what they what they said they would do.",got
"They'll say they, they probably haven't <b>secured</b> the finances to back up what they what they said they would do.",got
"They'll say they, they probably haven't <b>received</b> the finances to back up what they what they said they would do.",got
"They'll say they, they probably haven't got the finances to <b>hold</b> up what they what they said they would do.",back
"They'll say they, they probably haven't got the finances to <b>marry</b> up what they what they said they would do.",back
"They'll say they, they probably haven't got the finances to <b>firm</b> up what they what they said they would do.",back
"They'll say they, they probably haven't got the finances to <b>vouch</b> up what they what they said they would do.",back
Yeah but a lo a <b>load</b> of quotes gon na be made to them after aren't there?,lot
Yeah but a lo a <b>variations</b> of quotes gon na be made to them after aren't there?,lot
Yeah but a lo a <b>many</b> of quotes gon na be made to them after aren't there?,lot
Yes but once they're in <b>charge</b> there's nothing you,power
Yes but once they're in <b>control</b> there's nothing you,power
But they must <b>be</b> a bit stupid to er,feel
"But I mean these are, these are major <b>objects</b>.",things
"But I mean these are, these are major <b>items</b>.",things
"But I mean these are, these are major <b>issues</b>.",things
"But I mean these are, these are major <b>concerns</b>.",things
"Or so they say, we'll <b>receive</b> eight pound.",get
"Or so they say, we'll <b>obtain</b> eight pound.",get
"I was listening today to erm a man on the radio and he was only thirty four and he had a <b>emergency</b> and they were saying he, they er, they were asking him, they said well how did it happen?",stroke
"I was listening today to erm a man on the radio and he was only thirty four and he had a <b>apoplexy</b> and they were saying he, they er, they were asking him, they said well how did it happen?",stroke
"And he said I was completely confused and I couldn't, he said I was trying to shout my wife and erm and, er, you know my mouth wouldn't <b>function</b>, he said, but she said fortunately she looked through the window and er found him and they took him to hospital.",work
"And he said I was completely confused and I couldn't, he said I was trying to shout my wife and erm and, er, you know my mouth wouldn't <b>move</b>, he said, but she said fortunately she looked through the window and er found him and they took him to hospital.",work
"<b>Look</b> I've never, I've never across anyone that like know you.",See
"<b>Behold</b> I've never, I've never across anyone that like know you.",See
She never <b>had</b> her use back and she never spoke again.,got
She never <b>regained</b> her use back and she never spoke again.,got
She never <b>found</b> her use back and she never spoke again.,got
She never <b>recovered</b> her use back and she never spoke again.,got
Well I reckon she lived er a couple of years after the <b>illness</b> Gordon.,stroke
Well I reckon she lived er a couple of years after the <b>thrombosis</b> Gordon.,stroke
"I th I think they'd been on holiday and, she <b>became</b> ill on the holiday and, and came erm, she was stopping at erm, Edith's and er it happened then.",took
"I th I think they'd been on holiday and, she <b>was</b> ill on the holiday and, and came erm, she was stopping at erm, Edith's and er it happened then.",took
"No, she was in Park Hospital a <b>lengthy</b> time.",long
"No, she was in Park Hospital a <b>prolonged</b> time.",long
"No, she was in Park Hospital a <b>extended</b> time.",long
"No, she was in Park Hospital a <b>significant</b> time.",long
Well Carl hadn't <b>succeeded</b>,passed
Well Carl hadn't <b>come</b>,passed
Well Carl hadn't <b>finished</b>,passed
Well Carl hadn't <b>triumphed</b>,passed
Well it's ser te it was later than seventy one you <b>understand</b>.,see
Well it's ser te it was later than seventy one you <b>know</b>.,see
"when Carl <b>handed</b> his er, to M G S.",passed
"when Carl <b>transferred</b> his er, to M G S.",passed
"when Carl <b>gave</b> his er, to M G S.",passed
Yeah <b>roughly</b> twenty.,about
Yeah <b>approximately</b> twenty.,about
Yeah <b>around</b> twenty.,about
"You know, little, just a <b>dash</b>.",line
"You know, little, just a <b>hair</b>.",line
"The one <b>phrase</b> sort of sets it all off, you can remember.",line
"The one <b>sentence</b> sort of sets it all off, you can remember.",line
"The one <b>lead</b> sort of sets it all off, you can remember.",line
"You know where er that circle is where there's the shops, well instead of <b>selecting</b> I know, instead of taking one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of <b>using</b> I know, instead of taking one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of <b>going</b> I know, instead of taking one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of <b>following</b> I know, instead of taking one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of taking I know, instead of <b>choosing</b> one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of taking I know, instead of <b>going</b> one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of taking I know, instead of <b>catching</b> one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of taking I know, instead of <b>using</b> one road I took another and I got completely lost!",taking
"You know where er that circle is where there's the shops, well instead of taking I know, instead of taking one road I <b>used</b> another and I got completely lost!",took
"You know where er that circle is where there's the shops, well instead of taking I know, instead of taking one road I <b>went</b> another and I got completely lost!",took
"You know where er that circle is where there's the shops, well instead of taking I know, instead of taking one road I <b>chose</b> another and I got completely lost!",took
"This <b>silly</b> footballer, I mean it's a",bloody
"This <b>damn</b> footballer, I mean it's a",bloody
"This <b>flipping</b> footballer, I mean it's a",bloody
"This <b>blooming</b> footballer, I mean it's a",bloody
"This <b>outrageous</b> footballer, I mean it's a",bloody
It's still <b>happening</b>?,going
It's still <b>proceeding</b>?,going
It's still <b>travelling</b>?,going
"Now why, what made them take it to the <b>platform</b>",stage
"Now why, what made them take it to the <b>podium</b>",stage
"Now why, what made them take it to the <b>performance</b>",stage
I don't have <b>too</b> much now.,that
I don't have <b>anything</b> much now.,that
I don't have <b>so</b> much now.,that
I don't have <b>as</b> much now.,that
Must be <b>heck</b> of a shock being told,hell
Must be <b>quite</b> of a shock being told,hell
Must be <b>serious</b> of a shock being told,hell
"When you look at, when you look at the some, all these, a <b>number</b> of these composers and artists who died long ago and you look the birth range there's a hell of a lot at seventy five, seventy six",lot
"When you look at, when you look at the some, all these, a <b>vast</b> of these composers and artists who died long ago and you look the birth range there's a hell of a lot at seventy five, seventy six",lot
"When you look at, when you look at the some, all these, a <b>majority</b> of these composers and artists who died long ago and you look the birth range there's a hell of a lot at seventy five, seventy six",lot
"When you look at, when you look at the some, all these, a <b>many</b> of these composers and artists who died long ago and you look the birth range there's a hell of a lot at seventy five, seventy six",lot
And you've <b>mastered</b> good health and everything.,got
And you've <b>experienced</b> good health and everything.,got
And you've <b>maintained</b> good health and everything.,got
And you've <b>received</b> good health and everything.,got
You could can't be <b>much</b> off nine hundred then?,far
You could can't be <b>removed</b> off nine hundred then?,far
You could can't be <b>loads</b> off nine hundred then?,far
You could can't be <b>far-off</b> off nine hundred then?,far
Anything <b>proceeds</b> fast after Friday.,goes
Anything <b>feels</b> fast after Friday.,goes
Anything <b>moves</b> fast after Friday.,goes
when we're <b>trading</b> so I'll get a delivery on Thursday and I'll get some er,open
when we're <b>available</b> so I'll get a delivery on Thursday and I'll get some er,open
when we're <b>operating</b> so I'll get a delivery on Thursday and I'll get some er,open
<b>drop</b> of cleaner.,bit
<b>smudge</b> of cleaner.,bit
<b>part</b> of cleaner.,bit
<b>piece</b> of cleaner.,bit
"I <b>had</b> him every time, until the end and I said I am not serving him this time!",got
"I <b>caught</b> him every time, until the end and I said I am not serving him this time!",got
"I <b>encountered</b> him every time, until the end and I said I am not serving him this time!",got
"I <b>take</b> him every time, until the end and I said I am not serving him this time!",got
judge from their looks you know what they're drinking and you just like <b>move</b> vaguely waving his empty glass,go
judge from their looks you know what they're drinking and you just like <b>start</b> vaguely waving his empty glass,go
judge from their looks you know what they're drinking and you just like <b>proceed</b> vaguely waving his empty glass,go
judge from their looks you know what they're drinking and you just like <b>come</b> vaguely waving his empty glass,go
They don't <b>care</b> a fuck,give
They don't <b>show</b> a fuck,give
"normally he said, he said well there would be <b>approximately</b> six hundred.",about
"normally he said, he said well there would be <b>roughly</b> six hundred.",about
"normally he said, he said well there would be <b>approx</b> six hundred.",about
But on the other <b>viewpoint</b> they're making a little bit at a pound a pint.,hand
But on the other <b>side</b> they're making a little bit at a pound a pint.,hand
But on the other <b>alternatively</b> they're making a little bit at a pound a pint.,hand
I don't think they've <b>put</b> a lot of staff on.,got
I don't think they've <b>rostered</b> a lot of staff on.,got
I don't think they've <b>enlisted</b> a lot of staff on.,got
Must be some narky <b>twats</b> in the rugby club!,bastards
Must be some narky <b>villains</b> in the rugby club!,bastards
Must be some narky <b>men</b> in the rugby club!,bastards
Must be some narky <b>pricks</b> in the rugby club!,bastards
Must be some narky <b>gits</b> in the rugby club!,bastards
"certainly <b>fit</b> seventeen, eighteen hundred in there.",get
"certainly <b>put</b> seventeen, eighteen hundred in there.",get
"certainly <b>achieve</b> seventeen, eighteen hundred in there.",get
But I mean they were <b>hammering</b> they were banging fifteen hundred in for that disco for the first,banging
But I mean they were <b>thumping</b> they were banging fifteen hundred in for that disco for the first,banging
But I mean they were <b>putting</b> they were banging fifteen hundred in for that disco for the first,banging
But I mean they were <b>beating</b> they were banging fifteen hundred in for that disco for the first,banging
"I mean, I don't know I, you see I left I had to come here so I left before Bob Monkhouse and everything, I just, I, all I did was go for couple of free drinks and plate of <b>complimentary</b> food, which, I don't think I got.",free
"I mean, I don't know I, you see I left I had to come here so I left before Bob Monkhouse and everything, I just, I, all I did was go for couple of free drinks and plate of <b>complementary</b> food, which, I don't think I got.",free
"I mean, I don't know I, you see I left I had to come here so I left before Bob Monkhouse and everything, I just, I, all I did was go for couple of free drinks and plate of <b>their</b> food, which, I don't think I got.",free
"Top of the Pops <b>things</b> doesn't, in the sense that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",stuff
"Top of the Pops <b>songs</b> doesn't, in the sense that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",stuff
"Top of the Pops <b>performances</b> doesn't, in the sense that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",stuff
"Top of the Pops stuff doesn't, in the <b>awareness</b> that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",sense
"Top of the Pops stuff doesn't, in the <b>idea</b> that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",sense
"Top of the Pops stuff doesn't, in the <b>perception</b> that people who like to go and see live music don't people who like that kind of music prefer the dis prefer it in a",sense
"In fact, in fact most of the <b>things</b> they don't like anyway.",stuff
"In fact, in fact most of the <b>items</b> they don't like anyway.",stuff
"It's like, what's it they've <b>received</b>?",got
"It's like, what's it they've <b>obtained</b>?",got
You ought to <b>keep</b> them wooden type of things for it.,save
You ought to <b>conserve</b> them wooden type of things for it.,save
You ought to <b>retain</b> them wooden type of things for it.,save
"Up, up the alleyway by the Yorkshire, you <b>have</b> Yorkshire House there",got
"Up, up the alleyway by the Yorkshire, you <b>see</b> Yorkshire House there",got
"Is the like, legal <b>cap</b>.",limit
"Is the like, legal <b>maximum</b>.",limit
"Is the like, legal <b>age</b>.",limit
"Is the like, legal <b>ceiling</b>.",limit
"But, when, when they can but you've ju i in the Empire if you, if you've I don't know actually, i before they before they messed about with all the raised seating and everything, if it had been just <b>allowed</b> open like the Old Floral Hall, like it was you'd have got seventeen",left
"But, when, when they can but you've ju i in the Empire if you, if you've I don't know actually, i before they before they messed about with all the raised seating and everything, if it had been just <b>laid</b> open like the Old Floral Hall, like it was you'd have got seventeen",left
"But, when, when they can but you've ju i in the Empire if you, if you've I don't know actually, i before they before they messed about with all the raised seating and everything, if it had been just <b>prized</b> open like the Old Floral Hall, like it was you'd have got seventeen",left
"But, when, when they can but you've ju i in the Empire if you, if you've I don't know actually, i before they before they messed about with all the raised seating and everything, if it had been just <b>kept</b> open like the Old Floral Hall, like it was you'd have got seventeen",left
"But I'd er, I'd you know the <b>how</b> they've, the way they've got it now I don't, I don't know.",way
"But I'd er, I'd you know the <b>method</b> they've, the way they've got it now I don't, I don't know.",way
"But, you know i I mean actually the other, the other <b>feature</b> of it Anne if you, if you pull this out you could be talking about hosting small conferences and that",aspect
"But, you know i I mean actually the other, the other <b>side</b> of it Anne if you, if you pull this out you could be talking about hosting small conferences and that",aspect
"But, you know i I mean actually the other, the other <b>part</b> of it Anne if you, if you pull this out you could be talking about hosting small conferences and that",aspect
"But, you know i I mean actually the other, the other <b>facet</b> of it Anne if you, if you pull this out you could be talking about hosting small conferences and that",aspect
<b>figured</b> out.,sorted
<b>straightened</b> out.,sorted
<b>obtain</b>,get
<b>acquire</b>,get
<b>attain</b>,get
<b>receive</b>,get
probably need to <b>obtain</b> Ken's permission!,get
probably need to <b>gain</b> Ken's permission!,get
probably need to <b>ask</b> Ken's permission!,get
Obnoxious <b>small</b> man int he?,little
Obnoxious <b>tiny</b> man int he?,little
Obnoxious <b>young</b> man int he?,little
"There's a <b>gigantic</b> room with twelve snooker, twelve snooker tables",massive
"There's a <b>huge</b> room with twelve snooker, twelve snooker tables",massive
"There's a <b>large</b> room with twelve snooker, twelve snooker tables",massive
"There's a <b>enormous</b> room with twelve snooker, twelve snooker tables",massive
<b>Piss</b> off!,Sod
<b>Fuck</b> off!,Sod
<b>Clear</b> off!,Sod
"No I don't, no, no, no, no, no, but I know it <b>desires</b> to be erm",wants
Have you seen the new <b>regulations</b> on er bar staff?,rules
Have you seen the new <b>expectations</b> on er bar staff?,rules
So all the hygiene <b>requirements</b> on food apply to alcohol.,things
So all the hygiene <b>rules</b> on food apply to alcohol.,things
So all the hygiene <b>items</b> on food apply to alcohol.,things
It was a <b>sort</b> of a rough area.,bit
It was a <b>piece</b> of a rough area.,bit
It was a <b>touch</b> of a rough area.,bit
It was a <b>part</b> of a rough area.,bit
It was a bit of a <b>shady</b> area.,rough
It was a bit of a <b>tough</b> area.,rough
It was a bit of a <b>dodgy</b> area.,rough
It was a bit of a <b>hostile</b> area.,rough
It was a bit of a <b>dangerous</b> area.,rough
Why are the doors always wrote wrong <b>direction</b>!,way
Does that <b>guide</b>,lead
Does that <b>proceed</b>,lead
Does that <b>escort</b>,lead
So many places Barry are <b>moving</b> down,going
So many places Barry are <b>travelling</b> down,going
So many places Barry are <b>heading</b> down,going
So many places Barry are <b>descending</b> down,going
"Just keep, just, in fact just keep well le let's get it <b>straightened</b> out and then we'll just get er er cos plenty of storage space and stuff.",sorted
"Just keep, just, in fact just keep well le let's get it <b>bottomed</b> out and then we'll just get er er cos plenty of storage space and stuff.",sorted
"Just keep, just, in fact just keep well le let's get it <b>ordered</b> out and then we'll just get er er cos plenty of storage space and stuff.",sorted
The two companies <b>involved</b> are trying to record the spoken word.,concerned
The two companies <b>distressed</b> are trying to record the spoken word.,concerned
"I mean, it doesn't <b>indicate</b> what it says in the dictionary any more.",mean
"I mean, it doesn't <b>describe</b> what it says in the dictionary any more.",mean
"I mean, it doesn't <b>signify</b> what it says in the dictionary any more.",mean
"I mean, it doesn't <b>represent</b> what it says in the dictionary any more.",mean
Have you had enough grub for a <b>short</b> while?,little
Have you had enough grub for a <b>wee</b> while?,little
Have you had enough grub for a <b>brief</b> while?,little
"<b>Carry</b> on, you do lovely smiles.",Go
"<b>Continue</b> on, you do lovely smiles.",Go
"<b>Come</b> on, you do lovely smiles.",Go
What do you mean milk <b>expels</b> out there?,comes
What do you mean milk <b>appears</b> out there?,comes
What do you mean milk <b>extrudes</b> out there?,comes
<b>Approximately</b> two minutes.,About
<b>Roughly</b> two minutes.,About
<b>Around</b> two minutes.,About
Like chicken Kiev without a <b>heap</b> of sloppy butter.,load
Like chicken Kiev without a <b>amount</b> of sloppy butter.,load
Like chicken Kiev without a <b>lot</b> of sloppy butter.,load
"<b>Carry</b> on, you tell Daddy what you did in front of erm",Go
"<b>Come</b> on, you tell Daddy what you did in front of erm",Go
"No, nice girl, not a little <b>swine</b>.",pig
"No, nice girl, not a little <b>hog</b>.",pig
"No, nice girl, not a little <b>animal</b>.",pig
Be bath time in <b>roughly</b> fifteen minutes.,about
Be bath time in <b>approximately</b> fifteen minutes.,about
Be bath time in <b>around</b> fifteen minutes.,about
"I mean, it was just the words they were using, I mean oh It <b>requires</b> you cringe, oh and then that er girl oh she's done quite a few things recently.",makes
"I mean, it was just the words they were using, I mean oh It <b>causes</b> you cringe, oh and then that er girl oh she's done quite a few things recently.",makes
"I mean, it was just the words they were using, I mean oh It <b>forms</b> you cringe, oh and then that er girl oh she's done quite a few things recently.",makes
"I mean, it was just the words they were using, I mean oh It <b>behooves</b> you cringe, oh and then that er girl oh she's done quite a few things recently.",makes
I didn't realise how <b>understandable</b> her speech was until I heard it on the tape.,clear
I didn't realise how <b>concise</b> her speech was until I heard it on the tape.,clear
I didn't realise how <b>clean</b> her speech was until I heard it on the tape.,clear
I didn't realise how <b>fluid</b> her speech was until I heard it on the tape.,clear
I didn't realise how <b>resounding</b> her speech was until I heard it on the tape.,clear
"And then I asked my father on Tuesday to remind him and he said, he'd already said he'd <b>bring</b> them in on Tuesday.",fetch
"And then I asked my father on Tuesday to remind him and he said, he'd already said he'd <b>collect</b> them in on Tuesday.",fetch
"And then I asked my father on Tuesday to remind him and he said, he'd already said he'd <b>get</b> them in on Tuesday.",fetch
"Well, I mean he'd done, he's done this first estimate, these are all just polishing touches cos people are obviously interested in, you know they're well <b>sweet</b> on our prices.",keen
"Well, I mean he'd done, he's done this first estimate, these are all just polishing touches cos people are obviously interested in, you know they're well <b>eager</b> on our prices.",keen
They're not <b>chasing</b> it until we put these things out.,pursuing
They're not <b>attempting</b> it until we put these things out.,pursuing
They're not pursuing it until we <b>place</b> these things out.,put
They're not pursuing it until we <b>set</b> these things out.,put
They're not pursuing it until we <b>get</b> these things out.,put
They're not pursuing it until we put these <b>items</b> out.,things
They're not pursuing it until we put these <b>affairs</b> out.,things
They're not pursuing it until we put these <b>issues</b> out.,things
They're not pursuing it until we put these <b>objects</b> out.,things
They're not pursuing it until we put these <b>matters</b> out.,things
My father just turned round I've had enough of it if Terry's not going to do the estimate he <b>pushes</b> them on to Brian.,passes
My father just turned round I've had enough of it if Terry's not going to do the estimate he <b>hands</b> them on to Brian.,passes
My father just turned round I've had enough of it if Terry's not going to do the estimate he <b>gives</b> them on to Brian.,passes
He forgets how annoying he can be and you know he <b>leans</b> the other way.,swings
He forgets how annoying he can be and you know he <b>sways</b> the other way.,swings
He forgets how annoying he can be and you know he <b>turns</b> the other way.,swings
He forgets how annoying he can be and you know he <b>fluctuates</b> the other way.,swings
He forgets how annoying he can be and you know he <b>hits</b> the other way.,swings
If we <b>persuaded</b> Terry to do that we'd be well away.,got
If we <b>asked</b> Terry to do that we'd be well away.,got
If we <b>encouraged</b> Terry to do that we'd be well away.,got
If we <b>convince</b> Terry to do that we'd be well away.,got
If we <b>convinced</b> Terry to do that we'd be well away.,got
And if your father is currently taking your <b>perspective</b> of things worth sounding him out as to how far he'll take,side
And if your father is currently taking your <b>position</b> of things worth sounding him out as to how far he'll take,side
And if your father is currently taking your <b>stance</b> of things worth sounding him out as to how far he'll take,side
And if your father is currently taking your <b>view</b> of things worth sounding him out as to how far he'll take,side
He's not being <b>too</b> much,that
He's not being <b>quite</b> much,that
He's not being <b>so</b> much,that
It's not being <b>just</b>,fair
